8.9000000000e19 9.9659382252e-11 1.7805570916e-23
9.0000000000e19 9.9648189659e-11 1.7804075216e-23
9.1000000000e19 9.9636874610e-11 1.7802563015e-23
9.2000000000e19 9.9625437146e-11 1.7801034322e-23
9.3000000000e19 9.9613877308e-11 1.7799489143e-23
9.4000000000e19 9.9602195136e-11 1.7797927486e-23
9.5000000000e19 9.9590390672e-11 1.7796349358e-23
9.6000000000e19 9.9578463958e-11 1.7794754766e-23
9.7000000000e19 9.9566415034e-11 1.7793143717e-23
9.8000000000e19 9.9554243946e-11 1.7791516220e-23
9.9000000000e19 9.9541950734e-11 1.7789872281e-23
1.0000000000e20 9.9529535443e-11 1.7788211908e-23
1.0100000000e20 9.9516998116e-11 1.7786535110e-23
1.0200000000e20 9.9504338798e-11 1.7784841893e-23
1.0300000000e20 9.9491557533e-11 1.7783132266e-23
1.0400000000e20 9.9478654366e-11 1.7781406236e-23
1.0500000000e20 9.9465629344e-11 1.7779663812e-23
1.0600000000e20 9.9452482511e-11 1.7777905001e-23
1.0700000000e20 9.9439213915e-11 1.7776129812e-23
1.0800000000e20 9.9425823602e-11 1.7774338253e-23
1.0900000000e20 9.9412311619e-11 1.7772530333e-23
1.1000000000e20 9.9398678014e-11 1.7770706058e-23
1.1100000000e20 9.9384922835e-11 1.7768865439e-23
1.1200000000e20 9.9371046130e-11 1.7767008484e-23
1.1300000000e20 9.9357047949e-11 1.7765135200e-23
1.1400000000e20 9.9342928340e-11 1.7763245598e-23
1.1500000000e20 9.9328687354e-11 1.7761339685e-23
1.1600000000e20 9.9314325040e-11 1.7759417470e-23
1.1700000000e20 9.9299841449e-11 1.7757478963e-23
1.1800000000e20 9.9285236633e-11 1.7755524172e-23
1.1900000000e20 9.9270510641e-11 1.7753553106e-23
1.2000000000e20 9.9255663527e-11 1.7751565774e-23
1.2100000000e20 9.9240695342e-11 1.7749562186e-23
1.2200000000e20 9.9225606139e-11 1.7747542351e-23
1.2300000000e20 9.9210395971e-11 1.7745506278e-23
1.2400000000e20 9.9195064892e-11 1.7743453976e-23
1.2500000000e20 9.9179612955e-11 1.7741385455e-23
1.2600000000e20 9.9164040215e-11 1.7739300725e-23
1.2700000000e20 9.9148346726e-11 1.7737199794e-23
1.2800000000e20 9.9132532544e-11 1.7735082674e-23
1.2900000000e20 9.9116597723e-11 1.7732949373e-23
1.3000000000e20 9.9100542321e-11 1.7730799901e-23
1.3100000000e20 9.9084366393e-11 1.7728634269e-23
1.3200000000e20 9.9068069995e-11 1.7726452486e-23
1.3300000000e20 9.9051653186e-11 1.7724254562e-23
1.3400000000e20 9.9035116022e-11 1.7722040507e-23
1.3500000000e20 9.9018458563e-11 1.7719810332e-23
1.3600000000e20 9.9001680865e-11 1.7717564047e-23
1.3700000000e20 9.8984782988e-11 1.7715301662e-23
1.3800000000e20 9.8967764991e-11 1.7713023187e-23
1.3900000000e20 9.8950626933e-11 1.7710728634e-23
1.4000000000e20 9.8933368875e-11 1.7708418012e-23
1.4100000000e20 9.8915990877e-11 1.7706091332e-23
1.4200000000e20 9.8898493000e-11 1.7703748605e-23
1.4300000000e20 9.8880875305e-11 1.7701389842e-23
1.4400000000e20 9.8863137854e-11 1.7699015053e-23
1.4500000000e20 9.8845280708e-11 1.7696624249e-23
1.4600000000e20 9.8827303930e-11 1.7694217442e-23
1.4700000000e20 9.8809207583e-11 1.7691794642e-23
1.4800000000e20 9.8790991730e-11 1.7689355860e-23
1.4900000000e20 9.8772656435e-11 1.7686901108e-23
1.5000000000e20 9.8754201761e-11 1.7684430397e-23
1.5100000000e20 9.8735627774e-11 1.7681943737e-23
1.5200000000e20 9.8716934538e-11 1.7679441142e-23
1.5300000000e20 9.8698122117e-11 1.7676922621e-23
1.5400000000e20 9.8679190579e-11 1.7674388187e-23
1.5500000000e20 9.8660139988e-11 1.7671837851e-23
1.5600000000e20 9.8640970412e-11 1.7669271624e-23
1.5700000000e20 9.8621681917e-11 1.7666689519e-23
1.5800000000e20 9.8602274569e-11 1.7664091547e-23
1.5900000000e20 9.8582748438e-11 1.7661477721e-23
1.6000000000e20 9.8563103590e-11 1.7658848051e-23
1.6100000000e20 9.8543340095e-11 1.7656202550e-23
1.6200000000e20 9.8523458020e-11 1.7653541231e-23
1.6300000000e20 9.8503457436e-11 1.7650864105e-23
1.6400000000e20 9.8483338411e-11 1.7648171184e-23
1.6500000000e20 9.8463101015e-11 1.7645462481e-23
1.6600000000e20 9.8442745320e-11 1.7642738008e-23
1.6700000000e20 9.8422271395e-11 1.7639997777e-23
1.6800000000e20 9.8401679312e-11 1.7637241802e-23
1.6900000000e20 9.8380969142e-11 1.7634470094e-23
1.7000000000e20 9.8360140958e-11 1.7631682666e-23
1.7100000000e20 9.8339194830e-11 1.7628879530e-23
1.7200000000e20 9.8318130833e-11 1.7626060701e-23
1.7300000000e20 9.8296949039e-11 1.7623226189e-23
1.7400000000e20 9.8275649522e-11 1.7620376009e-23
1.7500000000e20 9.8254232355e-11 1.7617510173e-23
1.7600000000e20 9.8232697612e-11 1.7614628694e-23
1.7700000000e20 9.8211045369e-11 1.7611731586e-23
1.7800000000e20 9.8189275700e-11 1.7608818861e-23
1.7900000000e20 9.8167388680e-11 1.7605890532e-23
1.8000000000e20 9.8145384386e-11 1.7602946613e-23
1.8100000000e20 9.8123262892e-11 1.7599987118e-23
1.8200000000e20 9.8101024277e-11 1.7597012059e-23
1.8300000000e20 9.8078668616e-11 1.7594021450e-23
1.8400000000e20 9.8056195988e-11 1.7591015305e-23
1.8500000000e20 9.8033606469e-11 1.7587993637e-23
1.8600000000e20 9.8010900137e-11 1.7584956459e-23
1.8700000000e20 9.7988077071e-11 1.7581903787e-23
1.8800000000e20 9.7965137351e-11 1.7578835633e-23
1.8900000000e20 9.7942081054e-11 1.7575752011e-23
1.9000000000e20 9.7918908260e-11 1.7572652936e-23
1.9100000000e20 9.7895619049e-11 1.7569538420e-23
1.9200000000e20 9.7872213503e-11 1.7566408479e-23
1.9300000000e20 9.7848691700e-11 1.7563263126e-23
1.9400000000e20 9.7825053722e-11 1.7560102376e-23
1.9500000000e20 9.7801299651e-11 1.7556926242e-23
1.9600000000e20 9.7777429568e-11 1.7553734740e-23
1.9700000000e20 9.7753443555e-11 1.7550527883e-23
1.9800000000e20 9.7729341696e-11 1.7547305686e-23
1.9900000000e20 9.7705124072e-11 1.7544068164e-23
2.0000000000e20 9.7680790766e-11 1.7540815330e-23
2.0100000000e20 9.7656341864e-11 1.7537547200e-23
2.0200000000e20 9.7631777447e-11 1.7534263788e-23
2.0300000000e20 9.7607097602e-11 1.7530965110e-23
2.0400000000e20 9.7582302412e-11 1.7527651179e-23
2.0500000000e20 9.7557391962e-11 1.7524322011e-23
2.0600000000e20 9.7532366338e-11 1.7520977620e-23
2.0700000000e20 9.7507225626e-11 1.7517618023e-23
2.0800000000e20 9.7481969912e-11 1.7514243232e-23
2.0900000000e20 9.7456599282e-11 1.7510853265e-23
2.1000000000e20 9.7431113823e-11 1.7507448136e-23
2.1100000000e20 9.7405513622e-11 1.7504027860e-23
2.1200000000e20 9.7379798767e-11 1.7500592452e-23
2.1300000000e20 9.7353969346e-11 1.7497141929e-23
2.1400000000e20 9.7328025447e-11 1.7493676305e-23
2.1500000000e20 9.7301967159e-11 1.7490195595e-23
2.1600000000e20 9.7275794571e-11 1.7486699817e-23
2.1700000000e20 9.7249507772e-11 1.7483188984e-23
2.1800000000e20 9.7223106851e-11 1.7479663112e-23
2.1900000000e20 9.7196591900e-11 1.7476122219e-23
2.2000000000e20 9.7169963007e-11 1.7472566318e-23
2.2100000000e20 9.7143220265e-11 1.7468995426e-23
2.2200000000e20 9.7116363764e-11 1.7465409560e-23
2.2300000000e20 9.7089393596e-11 1.7461808734e-23
2.2400000000e20 9.7062309852e-11 1.7458192965e-23
2.2500000000e20 9.7035112624e-11 1.7454562269e-23
2.2600000000e20 9.7007802006e-11 1.7450916663e-23
2.2700000000e20 9.6980378090e-11 1.7447256162e-23
2.2800000000e20 9.6952840969e-11 1.7443580782e-23
2.2900000000e20 9.6925190736e-11 1.7439890540e-23
2.3000000000e20 9.6897427487e-11 1.7436185453e-23
2.3100000000e20 9.6869551314e-11 1.7432465536e-23
2.3200000000e20 9.6841562313e-11 1.7428730807e-23
2.3300000000e20 9.6813460578e-11 1.7424981282e-23
2.3400000000e20 9.6785246205e-11 1.7421216977e-23
2.3500000000e20 9.6756919289e-11 1.7417437909e-23
2.3600000000e20 9.6728479926e-11 1.7413644094e-23
2.3700000000e20 9.6699928213e-11 1.7409835551e-23
2.3800000000e20 9.6671264246e-11 1.7406012295e-23
2.3900000000e20 9.6642488122e-11 1.7402174343e-23
2.4000000000e20 9.6613599939e-11 1.7398321713e-23
2.4100000000e20 9.6584599793e-11 1.7394454420e-23
2.4200000000e20 9.6555487784e-11 1.7390572483e-23
2.4300000000e20 9.6526264009e-11 1.7386675919e-23
2.4400000000e20 9.6496928567e-11 1.7382764744e-23
2.4500000000e20 9.6467481557e-11 1.7378838977e-23
2.4600000000e20 9.6437923079e-11 1.7374898633e-23
2.4700000000e20 9.6408253231e-11 1.7370943731e-23
2.4800000000e20 9.6378472114e-11 1.7366974287e-23
2.4900000000e20 9.6348579828e-11 1.7362990320e-23
2.5000000000e20 9.6318576475e-11 1.7358991847e-23
2.5100000000e20 9.6288462154e-11 1.7354978886e-23
2.5200000000e20 9.6258236967e-11 1.7350951453e-23
2.5300000000e20 9.6227901015e-11 1.7346909567e-23
2.5400000000e20 9.6197454402e-11 1.7342853246e-23
2.5500000000e20 9.6166897228e-11 1.7338782507e-23
2.5600000000e20 9.6136229596e-11 1.7334697368e-23
2.5700000000e20 9.6105451610e-11 1.7330597847e-23
2.5800000000e20 9.6074563373e-11 1.7326483961e-23
2.5900000000e20 9.6043564987e-11 1.7322355730e-23
2.6000000000e20 9.6012456558e-11 1.7318213170e-23
2.6100000000e20 9.5981238189e-11 1.7314056301e-23
2.6200000000e20 9.5949909984e-11 1.7309885139e-23
2.6300000000e20 9.5918472049e-11 1.7305699704e-23
2.6400000000e20 9.5886924489e-11 1.7301500014e-23
2.6500000000e20 9.5855267408e-11 1.7297286087e-23
2.6600000000e20 9.5823500914e-11 1.7293057941e-23
2.6700000000e20 9.5791625111e-11 1.7288815594e-23
2.6800000000e20 9.5759640107e-11 1.7284559066e-23
2.6900000000e20 9.5727546008e-11 1.7280288375e-23
2.7000000000e20 9.5695342921e-11 1.7276003538e-23
2.7100000000e20 9.5663030953e-11 1.7271704576e-23
2.7200000000e20 9.5630610213e-11 1.7267391506e-23
2.7300000000e20 9.5598080807e-11 1.7263064348e-23
2.7400000000e20 9.5565442845e-11 1.7258723119e-23
2.7500000000e20 9.5532696434e-11 1.7254367839e-23
2.7600000000e20 9.5499841684e-11 1.7249998528e-23
2.7700000000e20 9.5466878704e-11 1.7245615202e-23
2.7800000000e20 9.5433807604e-11 1.7241217883e-23
2.7900000000e20 9.5400628492e-11 1.7236806588e-23
2.8000000000e20 9.5367341480e-11 1.7232381336e-23
2.8100000000e20 9.5333946677e-11 1.7227942148e-23
2.8200000000e20 9.5300444195e-11 1.7223489041e-23
2.8300000000e20 9.5266834144e-11 1.7219022036e-23
2.8400000000e20 9.5233116635e-11 1.7214541151e-23
2.8500000000e20 9.5199291781e-11 1.7210046406e-23
2.8600000000e20 9.5165359692e-11 1.7205537820e-23
2.8700000000e20 9.5131320482e-11 1.7201015413e-23
2.8800000000e20 9.5097174263e-11 1.7196479203e-23
2.8900000000e20 9.5062921147e-11 1.7191929212e-23
2.9000000000e20 9.5028561247e-11 1.7187365457e-23
2.9100000000e20 9.4994094677e-11 1.7182787959e-23
2.9200000000e20 9.4959521551e-11 1.7178196737e-23
2.9300000000e20 9.4924841983e-11 1.7173591812e-23
2.9400000000e20 9.4890056086e-11 1.7168973202e-23
2.9500000000e20 9.4855163975e-11 1.7164340927e-23
2.9600000000e20 9.4820165765e-11 1.7159695008e-23
2.9700000000e20 9.4785061571e-11 1.7155035465e-23
2.9800000000e20 9.4749851509e-11 1.7150362316e-23
2.9900000000e20 9.4714535694e-11 1.7145675583e-23
3.0000000000e20 9.4679114242e-11 1.7140975284e-23
3.0100000000e20 9.4643587269e-11 1.7136261442e-23
3.0200000000e20 9.4607954892e-11 1.7131534074e-23
3.0300000000e20 9.4572217228e-11 1.7126793202e-23
3.0400000000e20 9.4536374393e-11 1.7122038846e-23
3.0500000000e20 9.4500426505e-11 1.7117271025e-23
3.0600000000e20 9.4464373682e-11 1.7112489761e-23
3.0700000000e20 9.4428216042e-11 1.7107695073e-23
3.0800000000e20 9.4391953702e-11 1.7102886983e-23
3.0900000000e20 9.4355586782e-11 1.7098065510e-23
3.1000000000e20 9.4319115399e-11 1.7093230674e-23
3.1100000000e20 9.4282539674e-11 1.7088382497e-23
3.1200000000e20 9.4245859724e-11 1.7083520999e-23
3.1300000000e20 9.4209075671e-11 1.7078646200e-23
3.1400000000e20 9.4172187633e-11 1.7073758122e-23
3.1500000000e20 9.4135195731e-11 1.7068856784e-23
3.1600000000e20 9.4098100085e-11 1.7063942208e-23
3.1700000000e20 9.4060900816e-11 1.7059014414e-23
3.1800000000e20 9.4023598044e-11 1.7054073423e-23
3.1900000000e20 9.3986191891e-11 1.7049119256e-23
3.2000000000e20 9.3948682478e-11 1.7044151934e-23
3.2100000000e20 9.3911069928e-11 1.7039171478e-23
3.2200000000e20 9.3873354361e-11 1.7034177909e-23
3.2300000000e20 9.3835535900e-11 1.7029171247e-23
3.2400000000e20 9.3797614668e-11 1.7024151514e-23
3.2500000000e20 9.3759590787e-11 1.7019118731e-23
3.2600000000e20 9.3721464381e-11 1.7014072919e-23
3.2700000000e20 9.3683235572e-11 1.7009014100e-23
3.2800000000e20 9.3644904484e-11 1.7003942293e-23
3.2900000000e20 9.3606471241e-11 1.6998857522e-23
3.3000000000e20 9.3567935967e-11 1.6993759806e-23
3.3100000000e20 9.3529298787e-11 1.6988649168e-23
3.3200000000e20 9.3490559824e-11 1.6983525629e-23
3.3300000000e20 9.3451719203e-11 1.6978389210e-23
3.3400000000e20 9.3412777051e-11 1.6973239932e-23
3.3500000000e20 9.3373733491e-11 1.6968077817e-23
3.3600000000e20 9.3334588649e-11 1.6962902887e-23
3.3700000000e20 9.3295342652e-11 1.6957715164e-23
3.3800000000e20 9.3255995625e-11 1.6952514668e-23
3.3900000000e20 9.3216547695e-11 1.6947301421e-23
3.4000000000e20 9.3176998988e-11 1.6942075446e-23
3.4100000000e20 9.3137349631e-11 1.6936836763e-23
3.4200000000e20 9.3097599750e-11 1.6931585395e-23
3.4300000000e20 9.3057749474e-11 1.6926321364e-23
3.4400000000e20 9.3017798930e-11 1.6921044691e-23
3.4500000000e20 9.2977748245e-11 1.6915755398e-23
3.4600000000e20 9.2937597547e-11 1.6910453507e-23
3.4700000000e20 9.2897346965e-11 1.6905139039e-23
3.4800000000e20 9.2856996628e-11 1.6899812018e-23
3.4900000000e20 9.2816546663e-11 1.6894472465e-23
3.5000000000e20 9.2775997200e-11 1.6889120402e-23
